app_name,app_package,app_categoryId,reviewId,review,reply,userName,score,at
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,817fbbce-1192-4871-b38d-1cbbc94e6c2b,lemme list the goods 1. it has simple Ui/Theme/Design. 2. it's very easy and simple to use. 3. it's fully functional 4. it has a lot of features :) an easy 10/10,,WhineDoh Greenoh,5.0,"Jul 13, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,20ddd95e-c8c1-4c7a-884f-c10727b2171a,"Very excellent app, especually in long context",,Jean Claude Baziruwiha,5.0,"Jul 12, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,18cc6bc4-47ea-4d87-ace6-668282d52df0,"Love the app. It'd be great to have an option to set app-wide system instructions for customisation, plus support for temporary chats. I also hope you add a voice mode. Thanks.",,Human Being,4.0,"Jul 12, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f720970f-3714-4a37-a185-7e5c441b09df,"it faster then chatgpt,claude,grok,deepseek,qwen",,Meglaarif,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,71f4b58e-26d4-41ac-a54e-307aa0821bc3,"It seems concise and generally accurate. It can sometimes provide misinterpreted information, but it happens to all of us. Compared to contemporaries from other companies, it keeps answers short yet informative. I like that.",,Vanja Blazinic,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,c20b08a5-2219-45ce-866e-a81258420c28,Excelente,,Andres Riascos,5.0,"Jul 11, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,467a8054-3ef5-4085-a2c6-420b6b69172e,Great ai and I like how fast it answers. The app need improvement. It is impossible to copy and paste long answers,,Attilio Scala,4.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,459f41fe-8fba-4738-a8b1-e7e6f0ebf7b2,,,Dyu Rhii,2.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,6744f3a4-0f68-4e95-9ce2-506c72397ac1,Great LLM.,,Fernando Perulles,5.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,3591de6b-8c34-4c3c-abb1-2fbf535efa43,useless restricted ai,,Gbert 515,1.0,"Jul 10, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,695acf88-1dde-4253-94a7-12319aa6a0c0,"Seriously? What were you trying to achieve, the ai is buggy, unimaginative and so stuck up. I don't know what you were thinking when this was being built but you definitely have achieved the opposite.",,ois ous,1.0,"Jul 09, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,2d1e6f92-0067-4a02-9995-c79aff62dd09,"Very good, detailed answers.",,Bentu De Sol,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,93d6adc5-2c16-4f78-8463-629da38bbe15,Good AI,,Dibu Subi,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,bed0efcc-5b21-46b5-b6af-b11f37b97a1e,The chatbot is doing its work very well.,,Joseph Wanyoike Njoroge,5.0,"Jul 08, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1c8d1f48-42c8-4dbe-a417-471eb7f1b496,"The best, I love this app",,Abinabo Sandic,5.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f247bd07-15e6-4b92-9eb6-6984b3678d1c,I should be able to create a folder to store all my related chats in a single space.,,Al Hazebret Alcoseba,4.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ce86cec2-cf27-4191-bf85-d762efee12a3,Very useful.,,Glen Raj Adam,5.0,"Jul 07, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,b2c8145f-6cf3-4649-b241-fd4f913f9bb7,"Great app, happy with responses BUT! most annoying feature is that when I type a long prompt when connection isn't good my prompt ist lost (can't even copy paste it and try again). other chatbots allow it to be sent so that I can at least copy paste it. Wish this could be changed!",,Kilian Bartsch,3.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,762ceb6d-1197-4b67-beef-9d3718487191,"I like the all and Mistral but it hangs so often after I press the ""play"" button that I cannot give the app a good rating. The IOS app is very responsive though!",,X X,3.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,a53fb5b4-b570-4073-874c-f23884a3d2fa,Un assistant avec beaucoup de contraintes et limitations techniques. J'ai d�sinstall�. Bye !,,Josh Mpoyi,1.0,"Jul 06, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1e4bc610-6afe-438e-8eb9-c3f77189c722,It's very useful. Seems to be less prone to confirmation biased than ChatGPT. The information it provides seems a lot more reliable than others.,,Valentin Kushinov,5.0,"Jul 05, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1ac59b48-4f74-40f3-9b8a-3b8e609fcd52,this is a good EU based AI. accurate and helpful with searches,,Daniel Hansson,5.0,"Jul 05, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,39aed6f4-2414-4968-b9dd-b363a63604fd,"I disabled the Google Play Store on my phone since I use a different client app (Aurora Store) for that. However, this is the only app on my phone which does not work at all without an enabled Google Play Store. otherwise, I like the AI bot and love that there is an European alternative edit: Sadly, still does not work as soon as I update the app via Aurora Store >r","Thank you for reporting. This has been modified in the latest version of the application, we hope it will fix your issue.",D,4.0,"Jul 04, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f38bb71e-597f-4c63-8463-25697237170e,"I have the premium version, and I usually disable Google Play store except when I update my apps. As much as I like Le Chat, it cannot even start without Play Store enabled... yes play store, not just play store services... Unfortunately, unusable for me. Pas cool la team ! Please fix it. Merci 4/07 - Issue still persists ""check that google play is enabled and that you use an up to date version......"" As I said, I deactivate Google Play. Assez dommage. Je reessaierai apr�s une future update.",Thank you for reporting; this should have been fixed in the latest version of the application. Please tell us if the issue persists after upgrading.,Ty JT,2.0,"Jul 04, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,3417031c-2dca-4ae4-9c01-a15e8eca8dae,paywall,,Nigel Pollock,1.0,"Jul 03, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e6e90cf6-f897-4da9-b558-2a918a5e7fcb,Just perfect to be put in Trash tier,,Ansh Kalra,1.0,"Jul 03, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,6da40922-bd7b-458c-bbcc-dc8fe0adea3e,fast response �,,Md kashif Imam,4.0,"Jul 03, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,491ae61c-2da3-4779-99d7-34204b019d3b,"Ask Google, why can't we make this app a default digital assistant in the android is. Seems kind of unfair and legally questionable..",,John M,5.0,"Jul 02, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,7b7d7958-c88e-4295-8de8-6fa7cd32c766,"I really miss the ability to use the canvas feature in the mobile app, especially on tablets. voice input would also be nice.",,NakashiNTG,3.0,"Jul 01, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e46cbd77-1e72-4b85-8343-89152932d32b,good the app needs to be optimized,,T,4.0,"Jul 01, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,5a8385a8-8b45-43d0-ae9a-075380cc4e88,useless,,Mohamed Amr,1.0,"Jul 01, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,b1d644c1-8c62-496a-9c67-5c533cf9341b,Dont leave your card on file they will charge you months and months non stop super Grimy on top of that basically is no customer support they never communicate or reach back a live chat option no one ever gets to I have to wait several days for this transaction to complete just to ask to tell my bank to dispute the charge since they dont respond or communicate,,JT,1.0,"Jul 01, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,2cbc2b7f-7773-46fd-833d-9f067a720130,this European AI engine also does a good job.,,Ronny Salden,5.0,"Jun 30, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,c49366d5-a520-48ac-90ca-1ca18249f89c,"Message pour les dev mobile, utiliser l'app avec un r�seau instable est tr�s d�sagr�able, le bouton send se comporte bizarrement, et si on perd le r�seau faut fermer et rouvrir l'app � chaque fois c'est casse-pieds",,Dan RT,2.0,"Jun 30, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ccf6a866-051d-4d27-b4df-e0cfc3023eca,"This is the best app for ai images and texting no problem nothing is bad, everything is awesome. Go and try it out now..",,Jordan Karpu,5.0,"Jun 30, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ded25559-4564-4fa5-ac93-58228109cd99,"Really enjoying this app and the branding is so clever and fun, please lean into it even more! Also, it's European! 
 Improvements Allow this app to be set as a ""digital assistant"" so that I can invoke it with a gesture. Really want to replace Gemini on my Android and I want Le Chat to be the one to do it!! =%=% Let's go for it! Also chat history gets very cumbersome after a while because it loads chronologically instead of showing my most recent thread in a chat first.",,Ben Perkins,5.0,"Jun 29, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,fc18a37e-4ce0-44fd-a3e9-283020c5abfb,good =M,,Shahmeer Hassan,5.0,"Jun 29, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,8ca6518b-b7fe-47d8-ba65-f12ceab43c13,good explanation,,MD ABDUL BATIN,4.0,"Jun 29, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,191a0917-22f0-4540-b0be-579c025722ba,music stops when opening? huh >�,Thank you for your feedback; this has been fixed in the latest version of the application.,Justin Nani (��ƣ�),1.0,"Jun 28, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,93b0601e-f878-43ef-8ba3-40203aa1b70e,,,Gouthami Kanna,5.0,"Jun 28, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ca1482b4-f4b0-4a8d-b31c-dbdbbd3d7c35,very nice a European ai app like chatgpt. a serious concurrent and maybe better. France<�<�<�<�,,Erik Hermus,5.0,"Jun 28, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,6a059f6f-bcae-4205-b603-7debe43c2f7c,every time I use it.. I am satisfied with the results and responses the next level is to put into practice and make it my 2nd nature =,,Kasim Kunti Allabaksh,5.0,"Jun 28, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,865ed35f-2d4a-48e3-a0e2-f7768299c83d,Very easy to handle daily administrative problems .,,Asit Chowdhury,3.0,"Jun 27, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,306252ce-11de-472e-85a3-321d10d4f49b,"Pretty cool AI, I hope one day it will be bigger than Gemini.",,Chris Couch,4.0,"Jun 26, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,b3754917-dcf5-4377-be9b-3133c253272a,"Open source, affordable, efficient, customizable, etc. Only issue is that a lot of the customization isn't available in-app and needs to be done through the browser.",,Julian Treasure,4.0,"Jun 26, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,74122d55-8ae0-4dfc-8d44-12e2952c227f,,,,,5
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,39e5409e-7418-4fbf-aa94-1e0819c9bd53,A great European alternative with fast and clear responses,,M. I.,5.0,"Jun 26, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,04ee6dc4-5750-4ef8-9510-430708cc36dc,"When asked about its Ai Art limitations first, it will abide the copyright laws/ethics when I then try to make it generate existing works. However, in a new conversation, it easily ""forgets"" its limitations and generates the existing works anyway. There seems to be a lack of clear direction on what it's meant to do, and what it's not allowed to do.",,Alejandro Nava,3.0,"Jun 26, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f967975c-771c-4cd7-b910-264c4cd365c1,better privacy than all alternatives,,Idries Barakzai,5.0,"Jun 25, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,b24b6e76-4418-43df-b3fc-56dadd2cedc3,,,Dharani Dharan,5.0,"Jun 25, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e0e02304-a290-421f-b6a9-53768fe0c178,brilliant 20/20,,Miss Lolly K,5.0,"Jun 25, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,35f67ceb-77dc-4148-948b-3a8b69f40fb0,excellent,,Jack Miro,5.0,"Jun 25, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,3102c10e-80c8-4ab0-819e-f24cb9d616b2,Rapide et pr�cis.,,Patrick Gaspard,5.0,"Jun 25, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,1e014c2d-2756-43ef-b2f1-453e6e666ee1,"good tech from the EU and france,i am getting more and more interested to wanna explore it each hour and day that i get curious about certain things,hope it can be trusted in providing answers with facts and doesn't have any errors that can't be fixed",,Lilian Mathew,3.0,"Jun 24, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,cb056ecb-4879-45e3-9a8d-dc7cba148bca,"A great, fast, European Product <�<�<�<�<�<�=%=%=%<�<�<�<�<�<�",,RhombusJ,5.0,"Jun 24, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,629f211e-2642-4c65-9003-690f46e1c82b,"It's a great tool for brainstorming and more. It responds blazingly fast, the answers are coherent and useful. Answers also provide verifiable sources of information.",,Pick Mark,5.0,"Jun 24, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,9bfbbf04-0d77-48f1-b2f2-368a4e31a981,excellent app,,Makan Pourzandi,5.0,"Jun 24, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,4083e631-fcea-4d20-9ccf-b68a1ae6d22d,not bad =M,,Bohdan Svidrun,5.0,"Jun 23, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,ad88e844-0486-4d7e-8631-8836d6433b54,very helpful and succinct,,Eric Mamet,5.0,"Jun 22, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,d146b8de-ff7f-4148-94fa-b5cc7c28e9ba,"i recently started using it, everything works perfectly as of now. have to use it more to see .",,Lansage Yohan Maduranga Rajitha Dias,5.0,"Jun 22, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,4cdc7298-2ae7-43ae-99d4-a2f8111bc3dc,Works well and falls under EU personal information law rather than US.,,Andy,5.0,"Jun 22, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,76afaaec-2765-4d69-a860-97c672196014,,,!5@359 02;>2,5.0,"Jun 22, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,d0311e8d-16b7-4d7d-8f3d-3798385beaac,"Idea, good! Output, bit dissapointing for me. It mixes up simple things like i and you. It cannot hold a conversation like other AI's. Coming from Deepseek and trying to find a good alternative is hard. Ethical this is a better choice, personal it is like talking to the old chatboxes that never realy understood what you meant. While Deepseek can hold conversations that are extremely natural and better, le Chat can hardly figure out what i intend unless i promt it with stackering accuracy.",,E.T. Phone Home,2.0,"Jun 21, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,c6c82408-dfd0-4341-b0f1-a81219d6887d,App is a mess,,Miguel,1.0,"Jun 21, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,9021f9c9-330a-4dc0-9f7d-b835541b673c,"LeChat is a very good ChatGPT alternative, focused on direct answers to questions. Recommended!",,Nicholas Sexton,5.0,"Jun 21, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,f550d971-9802-49b1-8535-ef746c2ae908,"Considering this is a relatively small European start up, Le Chat is very impressive. It's a bit behind openAI, but i will continue to use as my primary chat bot.",,Hugh Howlett,5.0,"Jun 21, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e22b5f2d-d689-4aeb-9259-5530525fab3b,I am very happy with this AI tool. I like the privacy policy.,,Ellen Bordman,5.0,"Jun 20, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,e5cdcbd1-b75e-4966-87fa-3e2461421b47,perfect,,MAGUMBA ALI,5.0,"Jun 19, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,623aa6a7-8771-4838-935f-c6d214cff160,"super IA Fran�aise, pr�cise et pratique!!",,Gwenaelle de Bizemont,5.0,"Jun 19, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,71e9d6e1-2c13-4b9e-b29c-28e13d2ec9c3,Excellent =L,,Selvan S,5.0,"Jun 19, 2025"
Le Chat by Mistral AI,ai.mistral.chat,PRODUCTIVITY,0921dd40-133a-4fa9-acc2-17fde58fb485,,,Arif Hasan,5.0,"Jun 18, 2025"
