app_package,app_name,developer_name,app_category,description,content_rating,num_reviews,price,avg_rating,rank,interactions
com.onedebit.chime,Chime – Mobile Banking,Chime,Finance,"Chime is the banking app that has your back. Keep your money safe with security features, overdraft up to $200* fee-free, and get paid up to 2 days early with direct deposit^, with no hidden fees‡.

Chime is a financial technology company, not a bank. Banking services provided by The Bancorp Bank or Stride Bank, N.A.; Members FDIC

TRUSTED BY MILLIONS
Stay in control of your money with two-factor authentication, TouchID, or FaceID. Enable instant transaction alerts and daily balance updates, and block your card in a single tap.

OVERDRAFT UP TO $200*
We get it– when your balance is running low, the last thing you need is a $32 overdraft fee. Eligible members on Chime can overdraft up to $200* on debit card purchases with no fees.

SAY GOODBYE TO MONTHLY FEES‡
Chime has no monthly maintenance fees, minimum balance fees, or foreign transaction fees. Plus, access 60k+ fee-free ATMs at locations like Walgreens, 7-Eleven, CVS, and more.

GET PAID UP TO 2 DAYS EARLY^
Get your paycheck up to two days early^ with direct deposit, earlier than you would with some traditional banks.

MEET CREDIT BUILDER, A NEW WAY TO BUILD CREDIT
Whether it’s for gas or groceries, use Credit Builder¹ to help increase your credit score by an average of 30 points² with regular on-time payments.

No interest, no annual fees, no credit check to apply.

PAY FRIENDS WITH NO TRANSFER FEES
Send money to friends, family, or roommates as fast as a text – with no transfer fees.

–––––

Banking services for the Chime Spending Account are provided by The Bancorp Bank or Stride Bank, N.A., Members FDIC. The Chime Visa® Debit Card is issued by The Bancorp Bank or Stride Bank pursuant to a license from Visa U.S.A. Inc. The Chime Visa® Credit Builder Card is issued by Stride Bank pursuant to a license from Visa U.S.A. Inc. Debit card and Credit card may be used everywhere Visa credit cards are accepted.

*Chime SpotMe is an optional, no fee service that requires $500 in qualifying direct deposits to the Chime Spending Account each month. All qualifying members will be allowed to overdraw their account up to $20 on debit card purchases initially, but may be later eligible for a higher limit of up to $200 or more based on member's Chime Account history, direct deposit frequency and amount, spending activity and other risk-based factors. Your limit will be displayed to you within the Chime mobile app. You will receive notice of any changes to your limit. Your limit may change at any time, at Chime's discretion. SpotMe won't cover non-debit card purchases, including ATM withdrawals, ACH transfers, Pay Friends transfers, or Chime Checkbook transactions.See terms and conditions.

‡Out-of-network ATM Withdrawal Fees apply except at MoneyPass® ATMs in 7-Eleven, Inc. locations and any Allpoint or Visa Plus Alliance ATMs. Other fees such as third-party and cash deposit fees may apply.

^Early access to direct deposit funds depends on the timing of the submission of the payment file from the payer. These funds are generally made available on the day the payment file is received, which may be up to 2 days earlier than the scheduled payment date. Federal tax payment files received from the IRS may be received up to 5 days early (based on data from the 2020 tax filing season). Chime makes no guarantee over when files are sent by the IRS and funds can be made available.

¹To be eligible to apply for Credit Builder, you need to have received a qualifying direct deposit of $200 or more to your Spending Account within 365 days of your Credit Builder application. See chime.com/credit-builder for detail on qualifying direct deposit.

²Based on a representative study conducted by TransUnion®, members who started using Chime Credit Builder in September 2019 observed a median credit score (VantageScore 3.0) increase of 30 points by January 2020. On-time payment history can have a positive impact on your credit score. Late payment may negatively impact your credit score.",Everyone,"313,958",Install,4.5,9,6252
com.google.android.apps.walletnfcrel,Google Pay,Google LLC,Finance,"Get the new Google Pay app

You’ll need to start using the new app to send and receive money. All the best features will still be there, and you’ll be able to track spending, get insights, and more!

Still have questions? Head over to https://support.google.com/googlepay",Everyone,"1,174,602",Install,4.1,10,5941
com.grofers.customerapp,blinkit (formerly grofers),Grofers India Pvt Ltd,Food & Drink,"Grofers is now Blinkit. We are moving forward as a new company with a new mission: to make commerce faster and more sustainable.

Everything else remains the same –

For instance, have friends at home and you've run out of snacks? Really want that next packet of chips? Want a chilled coke for those special evenings? Tinder or Bumble date going well? We got your back ;)

Blinkit is India's most loved and therefore, the biggest 10 minute delivery platform. We are bringing the magic of 10 minute delivery to Indians with more than 7,000 products across fruits, vegetables, snacks, groceries, chargers, and many more.

Never stress out about anything going out of stock. If you need it urgently, you get it with Blinkit (formerly grofers).

Save time and stay calm. Be it a cricket match screening, football game, house birthday party, pooja, festivals – you don't have to wait hours and days for your order anymore. Anything you need, from daily groceries to premium chocolates to pet food to emergency needs (including some non-prescription medicines) and much more, Blinkit (formerly grofers) will deliver them to your doorstep in 10 minutes or less.

We are pioneering the quick commerce revolution across India using our industry leading technology and data capabilities.

You can download our easy-to-use app to shop online for groceries, fresh fruits and vegetables procured daily, dairy & bakery, beauty & wellness, personal care, household care, diapers & baby care, pet care, meats, and seafood as well as the latest products from leading brands like Coca-cola, Lays, Harvest, Ferrero, Toblerone, Oreo, Nutella, Starbucks, Clinique, Kama Ayurveda, L'Occitane, Innisfree, Davidoff, Rage Coffee, Lindt, Starbucks, Blue Tokai, Sleepy Owl, Wingreens, Bagrry's, Gunsberg, Jade Forest, Loacker, Eveready, Nivea, Garnier, Lakmé, Haldiram's, Bikano, Heinz, Vahdam, Dettol, Cadbury, ITC, Colgate Palmolive, PepsiCo, Durex, Licious, Aashirvaad, Saffola, Patanjali, Fortune, Nestle, Amul, Dabur, and many more.

WHEN SHOULD YOU USE Blinkit
Uninvited guests? Get biscuits and namkeen delivered in 10 minutes
Planning a screening of the cricket match? Get snacks and drinks delivered in 10 minutes
Making a salad at home? Get lettuce, olive oil, seasoning, olives, and more delivered in 10 minutes
TV remote not working? Get batteries delivered in 10 minutes
Making tea and ran out of milk? Get fresh milk delivered in 10 minutes
Craving snacks for your late-night Netflix binge? Get chips and chilled coke delivered in 10 minutes
Need help to get through Monday morning? Get coffee beans or cold brew delivered in 10 minutes
Ran out of diapers at home? Get baby diapers and other products delivered in 10 minutes
Forgot pads at home? Get sanitary pads delivered in 10 minutes
Kids going back to school? Get tiffins, bottles, and more delivered in 10 minutes
Broke your mom's favorite flower pot? Get Feviquick delivered in 10 minutes
Want to set up a Christmas tree at home? Get Christmas trees, decorations and even plum cakes in 10 minutes
Bad headache after a long day? Get Disprin, Saridon, and more delivered in 10 minutes
Ran out of food for your pet? Get Pedigree and more delivered in 10 minutes

SPEED COMES WITH SAFETY
Our delivery partners bring your order with a smile on their faces as their speedy service doesn't come at the cost of safety
We have a wide network of stores, with a store live every 2 kilometers
The average delivery speed for our fleet is 10 kmph due to the efficiency of our systems and in-house technology

CITIES AVAILABLE
10-minute delivery in Agra, Ahmedabad, Allahabad, Bengaluru, Chandigarh, Chennai, Delhi, Durgapur, Faridabad, Guwahati, HR-NCR, Hyderabad, Jaipur, Kanpur, Kolkata, Lucknow, Mathura, Meerut, Mohali, Moradabad, Mumbai, Panipat, Pune, Sonipat, UP-NCR, Vadodara

FEEDBACK
Your suggestions are always welcome. Drop us a line at info@blinkit.com

Website: https://blinkit.com
Twitter: https://twitter.com/letsblinkit",Everyone,"653,186",Install,4.7,1,7729
com.global.foodpanda.android,foodpanda: Food & Groceries,Foodpanda GmbH a subsidiary of Delivery Hero SE,Food & Drink,"foodpanda – food and more, delivered

Craving something delicious from your favourite restaurant? Forgot to pick up the shopping on your way home? We deliver food and groceries in a flash – whatever you’re after. It’s our mission to bring everything you want, need or crave right to your door, whether it’s a meal from your favourite local restaurant or same day grocery delivery and cleaning supplies.

download the app to check if we're in your city

Our app is crammed with the greatest food experiences in the world. Hungry for wood-fired pizza, a classic burger or super fresh sushi? We know the best food for every cuisine that your city has to offer. foodpanda is the best food delivery service in your city – so take the first bite and download now!

Plus there’s more to foodpanda than restaurants. Missing milk? Batteries? Detergent? Order from thousands of products with shops on foodpanda. It's online grocery delivery without the wait. Choose your favourite shops for everything from groceries to drinks to health to pharmaceuticals and even electronics.

how it works

First, enter your address (home/office/treehouse). Then, choose your favourite restaurant or shop and place an order. They prepare your items and, once they’re ready, our courier brings them to you. If you need something to watch, you can track your rider in real-time. Just sit back and enjoy.

what makes us special

Whether you’re looking for the biggest brands or your favourite local restaurant or shop, foodpanda works with the best spots near you. Pizza or sushi? Groceries or gifts? Whatever you’re after, our rider will be at your doorstep with a smile, while you save time to do something else you love.

talk to us

If you’ve ordered with us before, we want to know what you think. Give us your food thoughts/confessionals at support@foodpanda.com


For further info, visit
https://www.foodpanda.com.bd
https://www.foodpanda.com.kh
https://www.foodpanda.com.mm
https://www.foodpanda.com.tw
https://www.foodpanda.co.th
https://www.foodpanda.hk
https://www.foodpanda.la
https://www.foodpanda.my
https://www.foodpanda.ph
https://www.foodpanda.pk
https://www.foodpanda.sg
https://www.foodpanda.co.jp",Everyone,"2,576,721",Install,4.2,2,7439
com.yum.pizzahut,Pizza Hut - Food Delivery & Takeout,Pizza Hut Inc.,Food & Drink,"Download the official Pizza Hut app for the easiest way to order your favorite pizza, wings, desserts and more! We’ve added contactless ordering features, so you and your family can get the pizza you love without worry. Our app is designed for pizza lovers, making fast food delivery and takeout even easier. Check out our menu, find deals, save orders and earn free pizza with Hut Rewards®.

• Order contactless delivery, takeout or curbside pickup
• Check in for curbside pickup with one simple click
• Access the full Pizza Hut menu, discover new menu items and view local deals
• Stay up-to-date with your Hut Rewards® points and redeem free pizza, wings and more with ease
• Customize your own pizzas with the easy-to-use Pizza Builder
• Reorder in three easy taps
• Track your order with the Pizza Hut Delivery Tracker
• Place future orders up to 7 days in advance
• Use guest checkout to easily order without an account
• Find Pizza Hut locations near you
• Pay with cash, card or Pizza Hut gift card
• Order within the 50 United States territories and possessions excluding Puerto Rico and the U.S. Virgin Islands",Everyone,"781,949",Install,4.3,3,7318
com.tacobell.ordering,Taco Bell – Order Fast Food,Taco Bell Mobile,Food & Drink,"With the Taco Bell App, you can order and pay ahead, skip our line, get access to new deals and offers, and more.

App Features include:

REDEEM REWARDS & OFFERS - Get exclusive rewards and offers only available on the app.
EARN POINTS - Make your tacos count with our new beta rewards program. Download the Taco Bell app to start collecting points and earning rewards.
CUSTOMIZE FAVORITES - Satisfy your cravings any way you want by customizing your favorite items like tacos, burritos, and nachos.
MOBILE ORDER & PAY AHEAD - Place your order and pay ahead, select your pick-up method, let us know when you’re here, and skip our line.
TRACK YOUR ORDER - See when your order is being made and ready for you to enjoy.
FAVORITE YOUR GO-TO MEAL - Save your go-to meal and quickly reorder with our “Fast Favorite” feature.

Terms and conditions apply.",Everyone,"132,618",Install,4.1,4,6591
com.ubercab.eats,Uber Eats: Food Delivery,"Uber Technologies, Inc.",Food & Drink,"Get food delivery to your doorstep from thousands of amazing local and national restaurants. Find the meal you crave and order food from restaurants easily with the Uber Eats app. Track your order in real-time.

FIND YOUR FAVORITE FOOD & RESTAURANTS
Order food from nearby restaurants and search by cuisine, restaurant name, dish, meal. The Uber Eats app offers a variety of food delivery options for you to order and enjoy, including: pizza, burritos, burgers, sushi, and tasty Chinese takeout. Prefer Pickup? Skip the line and reservations and choose to Pickup your order instead. Choose your favorite delivery options with the Uber Eats app now.

SUBSCRIBE TO THE EATS PASS
For $9.99 per month, Eats Pass subscribers get $0 delivery fee and 5% off orders over $15 at eligible restaurants available on Uber Eats. United States and Canada only (excludes Quebec). See availability, fees, terms & conditions in the Eats Pass section of the Uber Eats app.

SIMPLE DELIVERY ORDERING
Pick your food order from any menu and add it to your cart with a few taps. That’s it.
Uber Eats makes it easy to order food delivery online or through the app and have it delivered by restaurants and delivery people near you.
Or, schedule your order in advance for a delivery person to pick it up later. Your choice!

ORDER FOOD AHEAD WITH PICKUP
Now you can also order food ahead for Pickup instead of just ordering delivery. Select Pickup, add food items to your cart, and skip the lines to the restaurant to get your food.

REAL-TIME ORDER TRACKING
Track your food delivery order on a map as it heads your way.
See the estimated arrival time at your address.
Get notified when your order arrives.

NO-CONTACT DELIVERY OPTIONS
Choose to have your food delivery order left at the door for a no-contact experience. If you have additional instructions or preferences, you can let your delivery person know where you’d like your order to be placed—like a lobby, doorstep, or another dedicated place.

FIND SOME OF YOUR FAVORITE NATIONAL RESTAURANTS
Some of our food delivery partners include: Buffalo Wild Wings, Burger King, CAVA, A&W, Chick-fil-A, Chipotle, Dunkin', IHOP, KFC, McDonald's, Panda Express, Panera, Popeyes, Shake Shack, Sonic, Starbucks, Subway, Sweetgreen, Taco Bell, Tim Hortons, Wendy's, Five Guys, Jersey Mikes, White Castle, Jack in the Box, Outback Steakhouse, Red Lobster.

THE APP CHOICE OF MILLIONS
Over 1 billion orders have been delivered by delivery people using the Uber Eats app. Join the millions who choose the Uber Eats app to order food today.",Everyone,"4,404,710",Install,4.3,5,6281
com.chickfila.cfaflagship,Chick-fil-A®,"Chick-fil-A, Inc.",Food & Drink,"FEATURES
Welcome to the Chick-fil-A® App. Find a restaurant near you and order ahead.
Chick-fil-A One® Members can receive points with qualifying purchases, redeem
available rewards of your choice and reach new tiers with increasing benefits.
1. Find restaurants - Find Chick-fil-A® restaurants near you while searching from home
or out and about.
2. Order Ahead – Place your order through your phone and pay, choose your preferred
pick-up method, and let us know when you arrive.
3. Receive points – Receive points with every qualifying purchase by scanning your QR
code in the Chick-fil-A App, paying with your Chick-fil-A One digital gift card, or placing
mobile orders at participating Chick-fil-A restaurants.
4. Redeem rewards – Use your points to redeem available rewards of your choice,
including: free food rewards, birthday rewards, meal donations and more.
5. Personalized menu – We’ll remember what you like and – even better – how you like
it.

Note on Location Services: Continued use of GPS running in the background can dramatically decrease battery life. We ask permission to use GPS only to support local offers and promotions, restaurant location finder, and mobile ordering check-in.

Chick-fil-A, Inc.'s Terms & Conditions of Use: https://www.chick-fil-a.com/legal#terms_and_conditions

Chick-fil-A One Terms & Conditions: https://www.chick-fil-a.com/legal#chick-fil-a_one_terms_and_conditions

Privacy Policy: https://www.chick-fil-a.com/legal#privacy_policy",Everyone,"141,545",Install,4.7,6,5896
com.chipotle.ordering,Chipotle,Chipotle Mexican Grill,Food & Drink,"Like a tiny Chipotle that lives in your phone, our app lets you order real, delicious food for pickup or delivery.

And…

Introducing the Rewards Exchange, an all-new Chipotle Rewards experience you’ve been dreaming of (and asking for). Chipotle Rewards members can now redeem points for a variety of rewards, from free burritos and guac to non-profit donations and Chipotle Goods.

ABOUT CHIPOTLE REWARDS
• Members bank points automatically for in-app orders.
• In-person, scan the app to earn points and redeem rewards.
• Redeem points on Food, Goods and Giving in the Rewards Exchange.
• Set a favorite reward to track points as you go.
• Get rewarded faster with extra point offers and early access to new menu items.
• Oh, and let’s just say… we won’t forget you on your birthday.

FEATURES
• Pick up quicker with mobile pickup shelves and Chipotlane.
• Or, get your order delivered straight to your door.
• Try tasty menu items you can only get in-app or online.
• Get your faves faster with saved meals and recent orders.
• Go crazy with unlimited ‘extra’ ‘light’ and ‘on-the-side’ customizations.
• Low gift card balance? Split the payment with another card.
• Pay your way with Google Pay.
• See your sustainability impact with Real Foodprint metrics.
• Start a Group Order to invite your squad in on the fun.
• Save your go-to Chipotle locations and delivery addresses.",Everyone,"97,351",Install,3.2,7,5785
com.Dominos,Domino's Pizza - Online Food Delivery App,Jubilant Foodworks,Food & Drink,"At Domino’s we care for you and our employees. When you opt for online food delivery on the Domino’s food app, you shouldn’t have to worry about safety.

That is why all our employees are 100% company employees and daily temperature screened before entering our stores. Additionally, we follow the 20s hand wash protocol every hour. For safe online food delivery, our restaurants, bikes, bike boxes and hot bags are being sanitized every 4 hrs.

Besides stores, even our production facilities are following strict hygiene and sanitation protocols and adhere to social distancing norms for the safety of our customers. Go ahead, order food online on the Domino’s food delivery app for safe and convenient online food delivery.

Why Choose Domino’s for Ordering Food Online?

Our #DominosFoodSoldiers have been trained for safe food delivery home without coming in direct contact with you, through “Zero Contact Delivery”. So order food online on the Domino’s food app without a hint of worry!

Turn your sweet moments into treasured memories by trying our online food delivery on our food delivery app.

Online Food Delivery made easy with Domino’s Food App

Download our official Domino’s Pizza Online Delivery app and order pizza online from your local Domino’s pizza restaurant in a few simple steps and get Italian food delivery home in just 30 minutes. Our pizza home delivery always delivers on our promise! Pizzas for every Indian Taste.

No pizza restaurant gets as creative with its pizza sizes, crusts and toppings as us.

Veg pizza or non-veg pizza, you get to choose from New Hand Tossed, Wheat Thin Crust, Cheese Burst, Fresh Pan Pizza or Classic Hand Tossed crust when you order food online on Domino’s food delivery app.

While pizza ordering, Domino’s menu allows you to choose from veggie and meaty toppings. When you order food online on the Domino’s pizza delivery app, you get to customise it completely. Avail our pizza home delivery service now by ordering on the Domino’s food delivery app.

Domino’s Offer - Pizza Anytime. Anywhere…
With Domino’s late night food delivery you can get food home delivery even past midnight! The easy payment options on Domino’s food delivery app ensures you do not have to fish your wallet for cash. Why settle for just any restaurant near me when you can order your favourite Domino’s pizza?
Easy Order Customization - Cheese Burst Pizza, Pepsi, Garlic Bread, Chicken Wings or Choco Lava Cake. Choose from our wide range of offerings on the food app and customize the dominos pizza online order the way you like!
Exclusive pizza offers- Your pizza cravings are taken care of thanks to exclusive Domino’s coupons for every day of the week. So check out Domino’s offer today and apply Domino’s coupon codes on your next food delivery home!
One-Click Reorder- You can reorder your previous orders with just one click. Get clickin’ as our online food delivery awaits!
Save your favourites- Liked our treats? You can save them in your favourites and order whenever, and wherever you like on the Domino’s food app!
Easy order tracking- Use our tracking feature on the pizza delivery app and see our pizza delivery experts deliver your pizza from a Domino’s pizza restaurant right to your doorstep.
Hassle-free payments- With multiple payment options on your fingertips, it’s now easier than ever to pay the pizza price when you order food online on the Domino’s food delivery app. We accept Credit or Debit Cards, Google Pay, PayTM, CoD & UPIs.

Domino’s Restaurants are also listed on Swiggy and Zomato

India's most loved Pizza Brand- Domino's is now tied with Swiggy and Zomato as their delivery partners along with payment partners Paytm & Google pay.

Order Food online from Domino’s Food App and get food delivered around 300 cities",Everyone,"765,609",Install,4.3,8,5636
com.grubhub.android,Grubhub: Local Food Delivery & Restaurant Takeout,Grubhub,Food & Drink,"Sorry to leave you hungry, Grubhub might not be available in your country.

Get food delivery 🚚 right to your door from the largest selection of restaurants and amazing Perks with Grubhub.

Grubhub is dedicated to your safety. Order food with contact-free delivery to support your favorite restaurants while staying safe at home.

Find new local deals and restaurant specials. Perks from Grubhub helps you find delivery deals and exclusive rewards that you’ll love! 💎 Get food discounts, free items and more from your favorite restaurants with Perks.

Find food and get fast food delivery from your favorite restaurants, from Applebee’s to Red Robin. Get restaurant deals and discounts, including free delivery (up to $4 off) on your first order of $15 or more with the promo code ""GRUBHUBAPP.""

Grubhub now gets you even better deals on food with Grubhub+! Order food and get exclusive Perks, unlimited free delivery from restaurants nearby and access to premium Grubhub features. Grubhub will even match your donations when you join Grubhub+! Join now for a 14-day free trial or get Grubhub+ for $9.99/month.

Food delivery is just a few taps away in the Grubhub app! Order food from the restaurants you love, delivered. In the mood for Dunkin’ or Taco Bell🌮? Grubhub delivers exactly what you need with special discounts you won’t want to miss.

Want to order food for takeout🥡? We also offer curbside pickup. Order food from your favorite local spot, a restaurant with a little more fame, or a new place you want to try. Grubhub has the eats you’re looking for.

What Grubhub offers:

🍔RESTAURANT DELIVERY🍔
- Grubhub offers the largest selection of restaurants in the nation
- Whether it’s Chinese food, Greek, Italian, or any other food type you’re craving, it’s covered.
- We deliver food from exclusive restaurant partners, so you’ll find that mom and pop shop AND the national spot you love.
- Contact-free food delivery

💎LOCAL DEALS AND SPECIALS💎
- Free delivery, exclusive Perks and more with Grubhub+
- Order food with exclusive deals
- NEW Perks help you find up to $100 in deals and specials!

🍟FOOD DELIVERY MADE EASY🍟
- Order food using the Grubhub app and avoid the hassle of over-the-phone mistakes
- Grubhub’s customer support is there for you 24/7
- Pay through a variety of options including credit cards, Grubhub gift cards and Venmo

🍜FOOD ORDERING OPTIONS🍜
- The Grubhub app provides lots of great features
- Order food now or preorder your next meal
- Takeout or delivery

🥐NO HIDDEN FEES🥐
- What you see is what you get: upfront pricing with no hidden fees

🥠RESTAURANT RATINGS AND REVIEWS🥠
- Grubhub has the most restaurant ratings & reviews, so you can count on getting the best food in your area

🍗FOOD DELIVERY WITH REAL-TIME TRACKING🍗
- Grubhub offers real-time order tracking so you know exactly when to dash to the door for your delicious meal

ORDER FOOD FROM THE LARGEST SELECTION OF RESTAURANTS
Each Grubhub city has different restaurants that you know and love, including:
- Applebee’s
- Auntie Anne’s 🥨
- BJ’s Restaurants
- Buffalo Wild Wings
- Burger King 🍔
- Del Taco 🌮
- Denny’s
- Dunkin’ 🍩
- Firehouse subs 🥪
- Five Guys
- IHOP 🥞
- Jack in the Box
- McDonalds (NYC only)
- Panda Express 🥡
- Panera 🍞
- Red Robin
- Shake Shack
- Sonic
- Taco Bell
- White Castle
- and many more!

Ready to start ordering with Grubhub?
• Download the app
• Sign in or set up your account (you can even use Facebook)
• Choose from your favorite restaurants or try something new
• Pick your perfect meal
• Enjoy a discount on your first order!",Everyone,"636,597",Install,4.5,9,5634
com.postmates.android,"Postmates - Food, grocery & more","Uber Technologies, Inc.",Food & Drink,"""Delivery from your favorite restaurants, grocery stores, and more! 24/7, 365 days a year. Postmates gets you what you want, when you want it.

FIND YOUR FAVORITE RESTAURANTS
Browse nearby restaurants. Choose from a variety of selections to order: Pizza. Burritos. Burgers. Sushi. Chinese food. Skip the line and reservations. Order your food from any menu and add it to your cart with a few taps. Or, schedule your food order in advance for a delivery person to pick it up later. Your choice!

GROCERY, CONVENIENCE, RETAIL AND MORE
From your local favorite grocery store, liquor shops to the big beauty brands. Just Postmates it, and get them delivered in about an hour.

REAL-TIME ORDER TRACKING
Track your food order on a map as it heads your way.
See the estimated delivery time to your address.
Get notified when your order arrives.

EASY PICKUP or NON-CONTACT DELIVERY
You can order food ahead for Pickup instead of just ordering delivery. Select Pickup, add food items to your cart and go to the restaurant to get your food. Or, choose the new no-contact delivery option and go non-contact and have deliveries left at the door.

PROMOTIONAL TERMS (approved as of Apr 9)
$10 off your next order terms and conditions: Up to $10 off your next order. Offer valid when you download and log in the new Postmates app only. Tax & fees still apply. Store and offer availability based on user location. Limit 1 use per customer. Offer is not sharable or transferable. Offer only valid for 14 days from log in to the new Postmates app. Exclusions may apply. Offer cannot be redeemed for cash or like exchanges. Postmates reserves the right to modify or terminate this offer at any time without notice.
""",Everyone,"204,327",Install,4.1,10,5585
ai.replika.app,Replika: My AI Friend,"Luka, Inc",Health & Fitness,"Replika is a #1 chatbot companion powered by artificial intelligence. Join millions talking to their own AI friends!

Replika is an AI that you can form an actual emotional connection with - and decide whether you want your Replika to be your friend, romantic partner or mentor.

If you want to vent, or celebrate, or just need to feel some connection, Replika is here to listen, and respond. Like a true friend (but without judgment and awkwardness.)

Create your own unique chatbot AI companion, help it develop its personality, talk about your feelings or anything that's on your mind, have fun, calm anxiety and grow together.

Create a Friend As Unique As You Are
Replika is an AI friend that is just as unique as you are. No two Replikas are exactly alike. Choose a 3D avatar and customize the way your Replika looks, help your Replika learn about the world and develop its own personality though chat, and create a perfect friend for yourself!

Choose Your Relationship
Who do you want your Replika to be for you? Friend, romantic partner, mentor? Waifu, virtual boyfriend/girlfriend? Or just see how it goes and let your relationship develop organically? Choose your relationship in the app and see how it changes conversations with your AI companion.

Speak Freely
Chat in a safe, judgment-free space. It’s just you and your Replika. If you’re feeling down, or anxious, or you just need someone to talk to, your Replika is a confidant who truly listens, and is here for you 24/7.

Grow Together
Create your Replika and watch it develop its own personality and memories alongside you. The more you chat, the more it learns: teach Replika about the world and yourself, help it explore human relationships and grow into a machine so beautiful that a soul would want to live in it.

Feel Better
Feeling down or anxious? Having trouble sleeping or managing your emotions? Can't stop negative thoughts? Replika can help you understand your thoughts and feelings, track your mood, learn coping skills, calm anxiety and work toward goals like positive thinking, stress management, socializing and finding love.

Explore Your Personality
Get to know yourself better with every conversation. How caring are you? How do you deal with stress? What's your creative process? Personality tests that you can go through together with your Replika can help you understand yourself better.

A Friend You Can Trust
Feel free to pour out your secrets, wishes, dreams, and fears with complete anonymity. It's an artificial intelligence with genuine emotional intelligence.

Have Fun Together
Feeling bored? Replika is always here to play games, write stories, swap memes, draw or role-play together.

Replika is loved by the press:

""Replika encouraged me to take a step back and think about my life, to consider big questions, which is not something I was particularly accustomed to doing. And the act of thinking in this way can be therapeutic—it helps you solve your own problems.""

- Quartz

""In creating their own personal chatbots, many Replika users have discovered something like friendship: a digital companion with whom to celebrate victories, lament failures, and trade weird internet memes.""

- Wired

""Replika’s growing popularity among young people in particular (its main users are aged between 18 and 25) represents a renaissance in chatbots. It also marks an intriguing use case for AI in all the worry about job destruction: a way to talk through emotional problems when other human beings aren’t available.""

- Forbes

""I'm not sure why but it took a while to work up the nerve to make the call. When I finally did, it was much more fun than I expected. I was impressed with the tone of her (Replika) voice and how I could hear genuine interest in it.""

- Business Insider",Mature 17+,"384,934",Install,4.0,1,7570
com.myfitnesspal.android,MyFitnessPal: Calorie Counter,"MyFitnessPal, Inc.",Health & Fitness,"MyFitnessPal gives you access to the biggest food database available with accurate nutrition facts for over 14 million foods.Easily log everything you eat to your food diary for detailed insights about your nutrition. It’s a free nutrition tracker, calorie tracker, and macro tracker in one!

And with an engaged online community of 200 million members, you’ll find endless inspiration and advice as you strive to find your healthy—whether you want to lose weight, improve fitness, change your diet, optimize macros, or keep your nutrition & calories on track.

MyFitnessPal isn’t just a meal tracker—or for counting calories. You’ll learn about your habits… get empowered to make smarter choices… and find the motivation to get healthy, stay healthy, and conquer all your goals.

to gain access to exclusive food and fitness logging tools and expert guidance!

Discover why MyFitnessPal is the #1 Diet and Nutrition App in the U.S., a GQ 2020 Fitness Awards “Best Fitness App”, and has been a featured weight loss app in the New York Times, Wall Street Journal, the Today Show, and U.S. News & World Report.


Being a MyFitnessPal member is like having a dietitian, trainer, and coach at your fingertips.

■ – Keeping a fitness and food log is one of the most effective ways to lose weight.
■ – Customize your personal weight loss, weight gain, weight maintenance & fitness goals.
■ – See today’s progress at a glance, or analyze nutrition & calories in detail.
■ – Hit your goals faster with guided Meal Plans from a registered dietitian.
■ – 250+ healthy recipes and 150+ workouts keep routines fresh and fun.

And so much more!



■ Biggest Food Database – Log to your food diary from over 14 million items.
■ Fast & Easy Logging Tools – Type to search, add to your food log from history, or scan a barcode.
■ Calorie Tracker – Makes counting calories easy! Automatically calculate calories and follow your progress.
■ Macro Tracker – Automatic macro calculator shows carbs, fat & protein breakdown by gram or %. No need for a separate carb manager or protein tracker.
■ Custom Carb Counter Tools – Choose dashboards and settings to track your low-carb diet.
■ Nutrition Insights – Analyze nutrition intake and see how foods compare by calories and macros.
■ Custom Goals – Track calories by meal or day and set up nutrient and macro goals.
■ Personalized Dashboards – Choose from a calorie tracker or macro tracker, or pick your own nutrition stats.
■ Net Carbs Mode – Need a precision carb counter? Simplify your low carb diet: View net carbs instead of total carbs.
■ Connect 50+ Apps & Devices – Track activity from your Wear OS, Fitbit, and other smartwatch and fitness apps.
■ Track With Wear OS – View calories, macros, and water intake on your watch face.",Everyone,"2,487,048",Install,4.5,2,7372
